difficulty target_name F1 lDDToligo Jaccard TMscore
hard T1173 67.0 0.866 0.67 0.988
hard T1173 67.0 0.866 0.67 0.988
hard T1173 66.0 0.854 0.66 0.418
hard T1173 67.5 0.856 0.68 0.418
hard T1173 66.0 0.854 0.67 0.990
hard T1173 66.2 0.824 0.66 0.970
hard T1173 69.0 0.830 0.69 0.413
hard T1173 66.0 0.854 0.67 0.990
hard T1173 69.2 0.853 0.69 0.418
hard T1173 65.2 0.851 0.66 0.988
hard T1173 65.2 0.851 0.66 0.988
hard T1173 65.9 0.822 0.68 0.968
hard T1173 65.5 0.865 0.66 0.988
hard T1173 68.1 0.822 0.67 0.412
hard T1173 68.1 0.822 0.67 0.412
hard T1173 65.7 0.848 0.67 0.988
hard T1173 63.5 0.849 0.66 0.988
hard T1173 63.5 0.849 0.66 0.988
hard T1173 66.0 0.841 0.68 0.987
hard T1173 66.0 0.841 0.68 0.987
hard T1173 66.0 0.837 0.67 0.417
hard T1173 63.3 0.740 0.66 0.950
hard T1173 61.9 0.738 0.67 0.956
hard T1173 58.6 0.744 0.62 0.411
hard T1173 58.5 0.776 0.64 0.969
hard T1173 58.5 0.776 0.64 0.969
hard T1173 57.0 0.715 0.61 0.932
hard T1173 62.6 0.770 0.66 0.952
hard T1173 62.6 0.770 0.66 0.952
hard T1173 58.3 0.696 0.65 0.406
hard T1173 58.3 0.696 0.65 0.406
hard T1173 54.4 0.777 0.62 0.954
hard T1173 55.7 0.788 0.63 0.412
hard T1173 55.0 0.653 0.63 0.926
hard T1173 61.0 0.652 0.60 0.742
hard T1173 61.0 0.652 0.60 0.742
hard T1173 61.0 0.652 0.60 0.742
hard T1173 61.0 0.652 0.60 0.742
hard T1173 48.5 0.730 0.59 0.861
hard T1173 50.3 0.674 0.60 0.393
hard T1173 47.0 0.648 0.54 0.845
hard T1173 47.0 0.648 0.54 0.845
hard T1173 59.5 0.590 0.57 0.306
hard T1173 59.5 0.590 0.57 0.306
hard T1173 54.9 0.687 0.60 0.383
hard T1173 58.3 0.596 0.56 0.328
hard T1173 58.3 0.596 0.56 0.328
hard T1173 53.6 0.572 0.54 0.328
hard T1173 52.0 0.570 0.55 0.792
hard T1173 52.0 0.570 0.55 0.792
hard T1173 49.5 0.609 0.53 0.609
hard T1173 54.0 0.589 0.51 0.715
hard T1173 50.2 0.633 0.51 0.371
hard T1173 50.2 0.633 0.51 0.371
hard T1173 50.2 0.633 0.51 0.371
hard T1173 52.6 0.535 0.55 0.548
hard T1173 55.8 0.572 0.50 0.292
hard T1173 45.4 0.592 0.53 0.595
hard T1173 56.5 0.597 0.56 0.350
hard T1173 55.4 0.594 0.55 0.354
hard T1173 56.5 0.597 0.56 0.350
hard T1173 56.5 0.597 0.56 0.350
hard T1173 49.8 0.554 0.48 0.309
hard T1173 55.0 0.578 0.54 0.573
hard T1173 54.6 0.610 0.50 0.631
hard T1173 53.0 0.538 0.50 0.286
hard T1173 49.2 0.603 0.52 0.358
hard T1173 49.9 0.531 0.48 0.322
hard T1173 51.2 0.536 0.53 0.548
hard T1173 51.7 0.592 0.52 0.598
hard T1173 51.7 0.592 0.52 0.598
hard T1173 45.1 0.536 0.52 0.727
hard T1173 53.4 0.547 0.51 0.673
hard T1173 50.6 0.540 0.48 0.301
hard T1173 49.3 0.542 0.52 0.550
hard T1173 49.3 0.542 0.52 0.550
hard T1173 50.3 0.563 0.51 0.345
hard T1173 50.3 0.563 0.51 0.345
hard T1173 50.3 0.563 0.51 0.345
hard T1173 46.8 0.534 0.53 0.349
hard T1173 40.3 0.498 0.45 0.315
hard T1173 40.3 0.498 0.45 0.315
hard T1173 48.9 0.563 0.51 0.576
hard T1173 39.6 0.507 0.45 0.623
hard T1173 39.6 0.507 0.45 0.623
hard T1173 48.4 0.568 0.51 0.327
hard T1173 49.6 0.560 0.51 0.332
hard T1173 49.6 0.560 0.50 0.332
hard T1173 47.9 0.520 0.52 0.311
hard T1173 47.9 0.520 0.52 0.311
hard T1173 48.4 0.532 0.48 0.533
hard T1173 42.6 0.550 0.53 0.349
hard T1173 42.6 0.550 0.53 0.349
hard T1173 48.5 0.510 0.50 0.340
hard T1173 50.8 0.549 0.47 0.296
hard T1173 50.8 0.549 0.47 0.296
hard T1173 50.8 0.549 0.47 0.296
hard T1173 47.0 0.515 0.43 0.316
hard T1173 47.0 0.515 0.43 0.316
hard T1173 47.0 0.515 0.43 0.316
hard T1173 49.2 0.539 0.49 0.282
hard T1173 42.6 0.537 0.47 0.567
hard T1173 42.6 0.537 0.47 0.567
hard T1173 52.2 0.569 0.50 0.564
hard T1173 47.6 0.502 0.43 0.312
hard T1173 49.7 0.536 0.53 0.336
hard T1173 41.0 0.501 0.45 0.510
hard T1173 35.0 0.502 0.42 0.300
hard T1173 44.2 0.474 0.43 0.317
hard T1173 35.0 0.502 0.42 0.300
hard T1173 35.5 0.474 0.43 0.613
hard T1173 35.0 0.502 0.42 0.300
hard T1173 35.5 0.474 0.43 0.613
hard T1173 37.9 0.499 0.45 0.305
hard T1173 37.9 0.499 0.45 0.305
hard T1173 45.1 0.555 0.46 0.302
hard T1173 37.4 0.482 0.47 0.308
hard T1173 37.4 0.482 0.47 0.308
hard T1173 43.9 0.520 0.50 0.588
hard T1173 43.9 0.520 0.50 0.588
hard T1173 43.9 0.520 0.50 0.588
hard T1173 46.1 0.520 0.50 0.571
hard T1173 46.1 0.520 0.50 0.571
hard T1173 46.8 0.500 0.45 0.332
hard T1173 45.1 0.556 0.46 0.553
hard T1173 45.1 0.556 0.46 0.553
hard T1173 46.6 0.498 0.45 0.327
hard T1173 46.7 0.531 0.47 0.344
hard T1173 44.7 0.486 0.51 0.671
hard T1173 45.5 0.488 0.52 0.665
hard T1173 30.4 0.596 0.29 0.601
hard T1173 41.8 0.479 0.47 0.490
hard T1173 41.8 0.479 0.47 0.490
hard T1173 36.3 0.470 0.41 0.326
hard T1173 36.3 0.470 0.41 0.326
hard T1173 36.3 0.470 0.41 0.326
hard T1173 41.8 0.479 0.47 0.490
hard T1173 41.8 0.479 0.47 0.490
hard T1173 34.7 0.435 0.43 0.562
hard T1173 36.5 0.502 0.45 0.305
hard T1173 36.5 0.502 0.45 0.305
hard T1173 33.8 0.470 0.43 0.720
hard T1173 33.8 0.470 0.43 0.720
hard T1173 33.8 0.470 0.43 0.720
hard T1173 42.8 0.477 0.49 0.490
hard T1173 42.0 0.471 0.47 0.320
hard T1173 41.5 0.439 0.47 0.476
hard T1173 37.6 0.481 0.44 0.522
hard T1173 32.2 0.505 0.25 0.328
hard T1173 32.2 0.455 0.35 0.319
hard T1173 33.6 0.561 0.27 0.287
hard T1173 33.6 0.561 0.27 0.287
hard T1173 37.0 0.462 0.45 0.326
hard T1173 29.7 0.505 0.44 0.700
hard T1173 29.7 0.505 0.44 0.700
hard T1173 37.1 0.466 0.40 0.668
hard T1173 31.5 0.431 0.34 0.477
hard T1173 31.5 0.431 0.34 0.477
hard T1173 31.5 0.467 0.26 0.524
hard T1173 28.9 0.382 0.32 0.525
hard T1173 28.9 0.382 0.32 0.525
hard T1173 30.2 0.324 0.28 0.441
hard T1173 31.5 0.469 0.29 0.349
hard T1173 31.9 0.350 0.25 0.246
hard T1173 30.8 0.355 0.27 0.369
hard T1173 26.6 0.343 0.26 0.206
hard T1173 30.5 0.315 0.28 0.230
hard T1173 25.3 0.388 0.29 0.449
hard T1173 32.2 0.351 0.26 0.238
hard T1173 25.3 0.388 0.29 0.449
hard T1173 39.9 0.495 0.34 0.492
hard T1173 39.9 0.495 0.34 0.492
hard T1173 27.3 0.385 0.40 0.484
hard T1173 27.3 0.385 0.40 0.484
hard T1173 29.6 0.320 0.26 0.231
hard T1173 28.3 0.352 0.27 0.403
hard T1173 29.2 0.432 0.31 0.323
hard T1173 29.2 0.432 0.31 0.323
hard T1173 28.9 0.562 0.27 0.470
hard T1173 29.2 0.475 0.34 0.298
hard T1173 40.8 0.540 0.36 0.525
hard T1173 40.8 0.540 0.36 0.525
hard T1173 32.4 0.309 0.43 0.317
hard T1173 43.4 0.521 0.39 0.630
hard T1173 26.2 0.497 0.29 0.395
hard T1173 41.7 0.486 0.35 0.454
hard T1173 41.7 0.486 0.35 0.454
hard T1173 41.7 0.486 0.35 0.454
hard T1173 27.5 0.453 0.33 0.459
hard T1173 40.4 0.464 0.35 0.439
hard T1173 29.3 0.481 0.40 0.301
hard T1173 29.3 0.481 0.40 0.301
hard T1173 29.3 0.481 0.40 0.301
hard T1173 26.0 0.359 0.37 0.310
hard T1173 28.2 0.333 0.23 0.219
hard T1173 28.2 0.441 0.28 0.278
hard T1173 42.0 0.499 0.35 0.482
hard T1173 42.0 0.499 0.35 0.482
hard T1173 28.4 0.524 0.29 0.292
hard T1173 32.7 0.383 0.28 0.399
hard T1173 32.7 0.383 0.28 0.399
hard T1173 27.4 0.449 0.30 0.261
hard T1173 27.4 0.449 0.30 0.261
hard T1173 27.4 0.449 0.30 0.261
hard T1173 39.5 0.551 0.34 0.513
hard T1173 39.5 0.551 0.34 0.513
hard T1173 39.5 0.551 0.34 0.513
hard T1173 39.5 0.551 0.34 0.513
hard T1173 37.3 0.457 0.34 0.442
hard T1173 35.2 0.466 0.31 0.484
hard T1173 40.9 0.510 0.35 0.485
hard T1173 41.1 0.511 0.36 0.485
hard T1173 38.0 0.491 0.33 0.403
hard T1173 38.0 0.491 0.33 0.403
hard T1173 39.7 0.411 0.35 0.472
hard T1173 28.6 0.512 0.31 0.457
hard T1173 39.2 0.522 0.35 0.471
hard T1173 39.2 0.522 0.35 0.471
hard T1173 28.1 0.490 0.29 0.384
hard T1173 38.1 0.505 0.31 0.454
hard T1173 38.1 0.505 0.31 0.454
hard T1173 39.2 0.515 0.37 0.487
hard T1173 38.4 0.465 0.32 0.441
hard T1173 38.4 0.465 0.32 0.441
hard T1173 39.1 0.515 0.36 0.487
hard T1173 38.4 0.465 0.32 0.441
hard T1173 39.2 0.513 0.36 0.481
hard T1173 40.1 0.507 0.33 0.587
hard T1173 40.1 0.507 0.33 0.587
hard T1173 37.0 0.528 0.33 0.464
hard T1173 25.4 0.389 0.32 0.469
hard T1173 37.0 0.528 0.33 0.464
hard T1173 25.4 0.389 0.32 0.469
hard T1173 36.7 0.490 0.33 0.567
hard T1173 38.6 0.499 0.33 0.580
hard T1173 29.7 0.417 0.30 0.439
hard T1173 37.7 0.471 0.32 0.542
hard T1173 37.7 0.471 0.32 0.542
hard T1173 25.8 0.328 0.27 0.460
hard T1173 25.8 0.328 0.27 0.460
hard T1173 25.8 0.328 0.27 0.460
hard T1173 24.8 0.429 0.32 0.297
hard T1173 27.3 0.431 0.35 0.407
hard T1173 28.0 0.424 0.29 0.457
hard T1173 24.7 0.351 0.28 0.380
hard T1173 24.5 0.365 0.30 0.371
hard T1173 22.5 0.407 0.30 0.289
hard T1173 20.3 0.415 0.27 0.393
hard T1173 32.6 0.463 0.32 0.546
hard T1173 32.6 0.463 0.32 0.546
hard T1173 32.6 0.463 0.32 0.546
hard T1173 31.0 0.359 0.31 0.450
hard T1173 32.7 0.364 0.32 0.467
hard T1173 32.7 0.364 0.32 0.467
hard T1173 34.2 0.450 0.30 0.590
hard T1173 18.1 0.344 0.36 0.458
hard T1173 18.1 0.344 0.36 0.458
hard T1173 25.5 0.383 0.32 0.303
hard T1173 25.7 0.414 0.30 0.412
hard T1173 25.7 0.414 0.30 0.412
hard T1173 25.7 0.414 0.30 0.412
hard T1173 9.8 0.381 0.14 0.520
hard T1173 14.3 0.437 0.27 0.266
hard T1173 9.4 0.403 0.22 0.282
hard T1173 1.8 0.389 0.13 0.514
hard T1173 8.1 0.332 0.31 0.467
hard T1173 1.6 0.313 0.14 0.241
hard T1173 1.3 0.260 0.11 0.224
hard T1173 0.0 0.388 0.19 0.272
hard T1173 0.0 0.334 0.09 0.245
hard T1173 0.6 0.406 0.13 0.257
hard T1173 0.0 0.259 0.02 0.195
hard T1173 0.0 0.259 0.02 0.195
hard T1173 1.2 0.326 0.07 0.261
hard T1173 0.0 0.402 0.13 0.250
hard T1173 0.0 0.397 0.04 0.221
hard T1173 0.0 0.294 0.11 0.204
hard T1173 0.0 0.365 0.07 0.265
hard T1173 0.0 0.294 0.11 0.204
hard T1174 89.4 0.851 0.91 0.472
hard T1174 89.4 0.851 0.91 0.472
hard T1174 88.4 0.843 0.90 0.467
hard T1174 88.4 0.843 0.90 0.467
hard T1174 89.8 0.861 0.89 0.446
hard T1174 89.8 0.861 0.89 0.446
hard T1174 88.9 0.877 0.90 0.470
hard T1174 86.9 0.834 0.86 0.742
hard T1174 86.9 0.834 0.86 0.742
hard T1174 87.2 0.828 0.87 0.724
hard T1174 87.2 0.828 0.87 0.724
hard T1174 87.1 0.829 0.86 0.737
hard T1174 87.1 0.829 0.86 0.737
hard T1174 86.2 0.830 0.86 0.444
hard T1174 86.2 0.830 0.86 0.444
hard T1174 86.2 0.830 0.86 0.444
hard T1174 86.2 0.830 0.86 0.444
hard T1174 85.4 0.808 0.85 0.443
hard T1174 85.4 0.808 0.85 0.443
hard T1174 85.6 0.815 0.86 0.748
hard T1174 85.4 0.806 0.85 0.440
hard T1174 86.3 0.823 0.85 0.737
hard T1174 85.6 0.816 0.85 0.729
hard T1174 85.6 0.816 0.85 0.729
hard T1174 85.6 0.816 0.85 0.729
hard T1174 85.6 0.816 0.85 0.729
hard T1174 85.4 0.809 0.84 0.733
hard T1174 85.5 0.815 0.85 0.448
hard T1174 84.8 0.816 0.84 0.463
hard T1174 85.5 0.815 0.85 0.448
hard T1174 85.5 0.815 0.85 0.448
hard T1174 85.5 0.815 0.85 0.448
hard T1174 85.4 0.809 0.84 0.733
hard T1174 85.2 0.808 0.85 0.743
hard T1174 86.1 0.859 0.86 0.734
hard T1174 85.7 0.857 0.85 0.451
hard T1174 85.1 0.815 0.86 0.735
hard T1174 85.3 0.809 0.85 0.449
hard T1174 85.4 0.847 0.86 0.886
hard T1174 85.2 0.846 0.86 0.471
hard T1174 84.9 0.812 0.85 0.445
hard T1174 85.1 0.815 0.84 0.454
hard T1174 84.9 0.812 0.85 0.445
hard T1174 85.7 0.832 0.85 0.451
hard T1174 85.1 0.815 0.84 0.454
hard T1174 85.6 0.781 0.86 0.455
hard T1174 84.8 0.810 0.84 0.731
hard T1174 84.8 0.810 0.84 0.731
hard T1174 83.6 0.787 0.85 0.733
hard T1174 85.4 0.823 0.87 0.439
hard T1174 84.1 0.805 0.84 0.453
hard T1174 85.2 0.830 0.85 0.452
hard T1174 83.4 0.804 0.84 0.448
hard T1174 84.9 0.845 0.85 0.446
hard T1174 84.9 0.845 0.85 0.446
hard T1174 84.9 0.845 0.85 0.446
hard T1174 84.9 0.845 0.85 0.446
hard T1174 85.5 0.838 0.85 0.447
hard T1174 82.9 0.786 0.83 0.446
hard T1174 83.2 0.778 0.83 0.451
hard T1174 83.6 0.797 0.83 0.440
hard T1174 83.6 0.797 0.83 0.440
hard T1174 83.6 0.797 0.83 0.440
hard T1174 83.1 0.804 0.81 0.444
hard T1174 80.8 0.759 0.82 0.459
hard T1174 79.8 0.723 0.84 0.746
hard T1174 79.8 0.723 0.84 0.746
hard T1174 80.4 0.719 0.84 0.445
hard T1174 81.9 0.745 0.82 0.692
hard T1174 81.9 0.745 0.82 0.692
hard T1174 77.8 0.706 0.82 0.459
hard T1174 81.4 0.744 0.80 0.385
hard T1174 79.8 0.697 0.83 0.439
hard T1174 79.2 0.752 0.84 0.737
hard T1174 79.2 0.752 0.84 0.737
hard T1174 79.6 0.746 0.81 0.727
hard T1174 80.0 0.698 0.83 0.724
hard T1174 79.7 0.695 0.84 0.725
hard T1174 79.7 0.676 0.83 0.441
hard T1174 78.8 0.685 0.82 0.448
hard T1174 80.3 0.706 0.84 0.726
hard T1174 78.5 0.685 0.82 0.442
hard T1174 80.3 0.706 0.84 0.726
hard T1174 80.3 0.706 0.84 0.726
hard T1174 78.8 0.678 0.81 0.440
hard T1174 82.2 0.793 0.83 0.698
hard T1174 82.2 0.793 0.83 0.698
hard T1174 80.0 0.703 0.84 0.726
hard T1174 76.1 0.677 0.80 0.456
hard T1174 79.4 0.701 0.83 0.761
hard T1174 80.5 0.773 0.83 0.432
hard T1174 78.1 0.659 0.81 0.684
hard T1174 80.7 0.712 0.79 0.673
hard T1174 81.3 0.639 0.76 0.666
hard T1174 79.2 0.769 0.81 0.433
hard T1174 76.5 0.659 0.75 0.440
hard T1174 77.5 0.738 0.81 0.440
hard T1174 76.5 0.659 0.75 0.440
hard T1174 77.5 0.738 0.81 0.440
hard T1174 78.7 0.742 0.82 0.440
hard T1174 78.5 0.759 0.83 0.427
hard T1174 78.5 0.759 0.83 0.427
hard T1174 78.5 0.759 0.83 0.427
hard T1174 77.7 0.746 0.82 0.435
hard T1174 71.9 0.585 0.78 0.444
hard T1174 71.9 0.585 0.78 0.444
hard T1174 80.2 0.614 0.77 0.686
hard T1174 79.3 0.749 0.81 0.697
hard T1174 79.3 0.749 0.81 0.697
hard T1174 80.2 0.614 0.77 0.686
hard T1174 77.0 0.759 0.80 0.445
hard T1174 80.0 0.778 0.81 0.426
hard T1174 77.2 0.760 0.80 0.443
hard T1174 77.4 0.760 0.81 0.443
hard T1174 77.2 0.760 0.81 0.444
hard T1174 77.2 0.759 0.81 0.444
hard T1174 81.7 0.799 0.82 0.594
hard T1174 78.7 0.747 0.80 0.420
hard T1174 78.7 0.747 0.79 0.420
hard T1174 78.7 0.747 0.80 0.420
hard T1174 77.2 0.741 0.80 0.698
hard T1174 78.5 0.755 0.73 0.743
hard T1174 78.5 0.755 0.73 0.743
hard T1174 78.5 0.755 0.73 0.743
hard T1174 76.8 0.715 0.83 0.713
hard T1174 77.4 0.719 0.77 0.427
hard T1174 80.3 0.762 0.76 0.728
hard T1174 80.3 0.762 0.76 0.728
hard T1174 80.3 0.762 0.76 0.728
hard T1174 77.8 0.757 0.74 0.770
hard T1174 72.4 0.679 0.71 0.411
hard T1174 77.9 0.714 0.80 0.696
hard T1174 76.5 0.716 0.83 0.714
hard T1174 72.4 0.679 0.71 0.411
hard T1174 76.9 0.746 0.78 0.682
hard T1174 76.9 0.746 0.78 0.682
hard T1174 76.9 0.746 0.78 0.682
hard T1174 79.0 0.726 0.78 0.587
hard T1174 79.0 0.726 0.78 0.587
hard T1174 79.0 0.726 0.78 0.587
hard T1174 77.6 0.727 0.77 0.464
hard T1174 77.6 0.727 0.77 0.464
hard T1174 78.9 0.706 0.82 0.707
hard T1174 78.9 0.742 0.79 0.583
hard T1174 77.3 0.802 0.78 0.484
hard T1174 78.3 0.750 0.75 0.739
hard T1174 78.3 0.750 0.75 0.739
hard T1174 70.1 0.653 0.77 0.415
hard T1174 70.1 0.653 0.77 0.415
hard T1174 74.0 0.736 0.74 0.694
hard T1174 77.1 0.703 0.76 0.578
hard T1174 68.8 0.476 0.68 0.343
hard T1174 77.8 0.786 0.75 0.741
hard T1174 77.8 0.786 0.75 0.741
hard T1174 75.4 0.688 0.76 0.434
hard T1174 73.7 0.719 0.73 0.449
hard T1174 73.1 0.730 0.73 0.448
hard T1174 72.8 0.728 0.72 0.617
hard T1174 72.4 0.721 0.72 0.627
hard T1174 74.2 0.720 0.78 0.581
hard T1174 73.5 0.736 0.72 0.457
hard T1174 69.7 0.542 0.69 0.344
hard T1174 72.6 0.730 0.72 0.453
hard T1174 74.3 0.746 0.72 0.714
hard T1174 71.9 0.735 0.70 0.600
hard T1174 71.9 0.735 0.70 0.600
hard T1174 72.2 0.671 0.76 0.618
hard T1174 72.1 0.671 0.76 0.619
hard T1174 71.3 0.727 0.69 0.442
hard T1174 71.8 0.724 0.72 0.439
hard T1174 71.8 0.724 0.72 0.439
hard T1174 70.8 0.723 0.70 0.607
hard T1174 70.8 0.723 0.70 0.607
hard T1174 73.9 0.695 0.75 0.543
hard T1174 71.2 0.715 0.70 0.608
hard T1174 72.9 0.684 0.75 0.543
hard T1174 71.3 0.675 0.76 0.605
hard T1174 71.3 0.675 0.76 0.605
hard T1174 71.3 0.675 0.76 0.605
hard T1174 72.5 0.687 0.76 0.415
hard T1174 72.1 0.682 0.75 0.584
hard T1174 70.1 0.655 0.74 0.558
hard T1174 70.1 0.655 0.74 0.558
hard T1174 75.0 0.600 0.70 0.686
hard T1174 75.0 0.600 0.70 0.686
hard T1174 75.0 0.600 0.70 0.686
hard T1174 69.7 0.700 0.74 0.466
hard T1174 71.3 0.701 0.67 0.618
hard T1174 74.1 0.531 0.66 0.359
hard T1174 74.1 0.531 0.66 0.359
hard T1174 70.2 0.512 0.69 0.389
hard T1174 65.3 0.679 0.66 0.451
hard T1174 65.3 0.679 0.66 0.451
hard T1174 66.7 0.685 0.69 0.535
hard T1174 70.5 0.643 0.66 0.557
hard T1174 70.0 0.683 0.68 0.609
hard T1174 70.5 0.643 0.66 0.557
hard T1174 67.3 0.683 0.69 0.422
hard T1174 67.3 0.683 0.69 0.422
hard T1174 66.2 0.694 0.71 0.432
hard T1174 66.5 0.669 0.67 0.536
hard T1174 65.7 0.683 0.69 0.586
hard T1174 65.6 0.529 0.67 0.412
hard T1174 65.5 0.695 0.67 0.442
hard T1174 63.4 0.673 0.60 0.590
hard T1174 63.8 0.676 0.61 0.588
hard T1174 64.3 0.676 0.60 0.573
hard T1174 63.4 0.534 0.65 0.321
hard T1174 62.1 0.561 0.71 0.317
hard T1174 66.3 0.614 0.67 0.407
hard T1174 67.4 0.573 0.67 0.540
hard T1174 64.2 0.565 0.65 0.568
hard T1174 64.2 0.565 0.65 0.568
hard T1174 63.9 0.564 0.65 0.568
hard T1174 62.9 0.483 0.59 0.484
hard T1174 63.6 0.702 0.65 0.453
hard T1174 63.3 0.701 0.67 0.662
hard T1174 62.4 0.504 0.59 0.563
hard T1174 62.4 0.504 0.59 0.563
hard T1174 60.0 0.677 0.64 0.448
hard T1174 60.0 0.677 0.64 0.448
hard T1174 60.6 0.677 0.64 0.645
hard T1174 57.6 0.639 0.56 0.583
hard T1174 57.7 0.641 0.57 0.583
hard T1174 57.7 0.641 0.57 0.583
hard T1174 58.2 0.607 0.63 0.454
hard T1174 57.7 0.574 0.67 0.643
hard T1174 58.7 0.651 0.59 0.433
hard T1174 57.7 0.574 0.67 0.643
hard T1174 57.7 0.574 0.67 0.643
hard T1174 58.7 0.651 0.59 0.433
hard T1174 56.0 0.565 0.62 0.269
hard T1174 58.1 0.684 0.69 0.542
hard T1174 58.1 0.684 0.69 0.542
hard T1174 57.0 0.690 0.67 0.520
hard T1174 55.7 0.548 0.64 0.313
hard T1174 58.1 0.629 0.64 0.564
hard T1174 58.1 0.629 0.64 0.564
hard T1174 57.1 0.623 0.63 0.657
hard T1174 52.7 0.621 0.52 0.603
hard T1174 52.7 0.621 0.52 0.603
hard T1174 58.1 0.451 0.55 0.350
hard T1174 51.8 0.644 0.61 0.520
hard T1174 51.8 0.644 0.61 0.520
hard T1174 57.4 0.455 0.54 0.378
hard T1174 53.7 0.442 0.57 0.538
hard T1174 51.7 0.490 0.54 0.335
hard T1174 50.3 0.613 0.64 0.549
hard T1174 53.8 0.450 0.53 0.533
hard T1174 48.9 0.517 0.57 0.364
hard T1174 49.4 0.506 0.56 0.526
hard T1174 53.8 0.445 0.51 0.560
hard T1174 51.9 0.440 0.55 0.548
hard T1174 46.9 0.419 0.55 0.518
hard T1174 46.9 0.419 0.55 0.518
hard T1174 42.3 0.348 0.57 0.579
hard T1174 42.3 0.348 0.57 0.579
hard T1174 47.9 0.464 0.59 0.609
hard T1174 46.0 0.486 0.54 0.552
hard T1174 44.3 0.532 0.54 0.418
hard T1174 44.3 0.532 0.54 0.418
hard T1174 44.3 0.532 0.54 0.418
hard T1174 48.0 0.406 0.37 0.331
hard T1174 48.0 0.406 0.37 0.331
hard T1174 43.1 0.498 0.50 0.381
hard T1174 37.8 0.433 0.55 0.494
hard T1174 0.0 0.363 0.06 0.249
hard T1174 0.0 0.362 0.08 0.320
hard T1174 0.0 0.353 0.10 0.293
hard T1174 0.1 0.246 0.02 0.227
hard T1174 0.0 0.357 0.08 0.293
hard T1174 0.1 0.246 0.02 0.227
hard T1174 0.0 0.254 0.01 0.269
hard T1174 0.0 0.254 0.01 0.269
hard T1174 0.0 0.355 0.06 0.294
hard T1174 0.0 0.356 0.06 0.288
hard T1174 0.0 0.382 0.08 0.267
hard T1174 0.0 0.263 0.00 0.275
hard T1174 0.0 0.263 0.00 0.275
easy T1178 72.2 0.800 0.84 0.961
easy T1178 70.8 0.812 0.86 0.955
easy T1178 72.1 0.810 0.86 0.962
easy T1178 69.6 0.795 0.82 0.962
easy T1178 69.6 0.795 0.82 0.962
easy T1178 69.6 0.795 0.82 0.962
easy T1178 70.8 0.825 0.83 0.961
easy T1178 70.8 0.825 0.83 0.961
easy T1178 70.8 0.825 0.83 0.961
easy T1178 69.0 0.806 0.82 0.955
easy T1178 72.3 0.822 0.85 0.960
easy T1178 69.8 0.819 0.84 0.960
easy T1178 70.1 0.815 0.83 0.963
easy T1178 67.4 0.804 0.81 0.956
easy T1178 67.4 0.804 0.81 0.956
easy T1178 65.8 0.728 0.78 0.945
easy T1178 68.6 0.807 0.78 0.956
easy T1178 69.4 0.816 0.85 0.958
easy T1178 69.4 0.816 0.85 0.958
easy T1178 64.7 0.766 0.81 0.947
easy T1178 62.3 0.766 0.81 0.950
easy T1178 66.1 0.783 0.81 0.946
easy T1178 64.4 0.777 0.80 0.941
easy T1178 64.4 0.777 0.80 0.941
easy T1178 65.8 0.787 0.82 0.944
easy T1178 65.7 0.787 0.80 0.946
easy T1178 65.8 0.787 0.82 0.944
easy T1178 65.7 0.787 0.80 0.946
easy T1178 65.7 0.787 0.80 0.946
easy T1178 65.8 0.776 0.82 0.941
easy T1178 64.9 0.776 0.81 0.944
easy T1178 65.8 0.776 0.82 0.941
easy T1178 64.9 0.776 0.81 0.944
easy T1178 62.8 0.766 0.77 0.941
easy T1178 64.6 0.792 0.80 0.948
easy T1178 64.6 0.792 0.80 0.948
easy T1178 63.8 0.752 0.81 0.931
easy T1178 63.8 0.752 0.81 0.931
easy T1178 63.8 0.752 0.81 0.931
easy T1178 63.8 0.752 0.81 0.931
easy T1178 63.8 0.751 0.80 0.931
easy T1178 64.9 0.772 0.79 0.939
easy T1178 64.9 0.772 0.79 0.939
easy T1178 62.3 0.743 0.84 0.930
easy T1178 63.1 0.785 0.83 0.945
easy T1178 58.6 0.739 0.77 0.934
easy T1178 63.1 0.785 0.83 0.945
easy T1178 58.9 0.730 0.79 0.935
easy T1178 63.6 0.783 0.79 0.941
easy T1178 63.5 0.759 0.75 0.938
easy T1178 63.7 0.766 0.77 0.940
easy T1178 63.7 0.766 0.77 0.940
easy T1178 59.2 0.681 0.78 0.914
easy T1178 63.7 0.766 0.77 0.940
easy T1178 60.8 0.748 0.78 0.941
easy T1178 58.3 0.733 0.85 0.925
easy T1178 60.2 0.733 0.79 0.922
easy T1178 60.2 0.733 0.79 0.922
easy T1178 60.2 0.733 0.79 0.922
easy T1178 60.8 0.726 0.82 0.923
easy T1178 59.8 0.726 0.81 0.923
easy T1178 60.3 0.743 0.75 0.933
easy T1178 61.6 0.752 0.78 0.937
easy T1178 61.6 0.752 0.78 0.937
easy T1178 61.6 0.752 0.78 0.937
easy T1178 60.3 0.726 0.82 0.923
easy T1178 60.4 0.728 0.80 0.923
easy T1178 60.3 0.726 0.82 0.923
easy T1178 60.3 0.727 0.79 0.923
easy T1178 62.1 0.729 0.79 0.923
easy T1178 62.1 0.729 0.79 0.923
easy T1178 57.8 0.717 0.78 0.914
easy T1178 57.8 0.717 0.78 0.914
easy T1178 57.8 0.717 0.78 0.914
easy T1178 60.8 0.738 0.80 0.933
easy T1178 63.0 0.765 0.74 0.938
easy T1178 62.5 0.759 0.75 0.937
