target_name group_no QS F1 Jaccard
T1165-D56 403s 0.405 47.2 0.36
T1165-D56 261s 0.405 47.2 0.36
T1165-D56 018s 0.405 47.2 0.36
T1165-D56 383s 0.405 47.2 0.36
T1165-D56 264s 0.405 47.2 0.36
T1165-D56 166s 0.404 40.0 0.36
T1165-D56 466s 0.403 45.9 0.35
T1165-D56 234 0.402 42.3 0.36
T1165-D56 248 0.401 37.8 0.31
T1165-D56 035s 0.401 37.8 0.31
T1165-D56 494 0.401 39.5 0.33
T1165-D56 494 0.400 53.3 0.40
T1165-D56 169 0.400 48.6 0.38
T1165-D56 481s 0.400 48.6 0.38
T1165-D56 282s 0.400 48.6 0.38
T1165-D56 089s 0.400 48.6 0.38
T1165-D56 494 0.399 43.8 0.36
T1165-D56 117 0.398 40.0 0.32
T1165-D56 147 0.398 39.5 0.33
T1165-D56 131s 0.398 41.1 0.34
T1165-D56 269 0.398 39.5 0.33
T1165-D56 225 0.398 39.5 0.33
T1165-D56 320 0.398 39.5 0.33
T1165-D56 455 0.398 39.5 0.33
T1165-D56 342 0.398 39.5 0.33
T1165-D56 298s 0.398 39.5 0.33
T1165-D56 180 0.398 39.5 0.33
T1165-D56 360 0.398 39.5 0.33
T1165-D56 270s 0.398 39.5 0.33
T1165-D56 234 0.398 45.1 0.36
T1165-D56 169 0.398 39.5 0.33
T1165-D56 089s 0.398 39.5 0.33
T1165-D56 282s 0.398 39.5 0.33
T1165-D56 481s 0.398 39.5 0.33
T1165-D56 234 0.397 45.1 0.39
T1165-D56 234 0.396 47.2 0.36
T1165-D56 257 0.394 35.6 0.37
T1165-D56 278 0.392 31.9 0.33
T1165-D56 494 0.392 45.7 0.36
T1165-D56 166s 0.391 50.0 0.39
T1165-D56 282s 0.390 42.3 0.36
T1165-D56 481s 0.390 42.3 0.36
T1165-D56 229s 0.389 36.1 0.32
T1165-D56 166s 0.389 36.6 0.30
T1165-D56 208 0.386 40.0 0.33
T1165-D56 147 0.385 40.6 0.36
T1165-D56 119 0.385 42.9 0.36
T1165-D56 269 0.385 42.9 0.36
T1165-D56 298s 0.385 42.9 0.36
T1165-D56 270s 0.385 42.9 0.36
T1165-D56 342 0.385 42.9 0.36
T1165-D56 398 0.385 42.9 0.36
T1165-D56 354 0.385 42.9 0.36
T1165-D56 225 0.385 42.9 0.36
T1165-D56 320 0.385 42.9 0.36
T1165-D56 117 0.384 43.2 0.33
T1165-D56 446s 0.384 39.4 0.35
T1165-D56 461 0.384 39.4 0.35
T1165-D56 462s 0.384 39.4 0.35
T1165-D56 151s 0.384 39.4 0.35
T1165-D56 165 0.384 42.9 0.36
T1165-D56 257 0.383 33.8 0.33
T1165-D56 477 0.383 37.7 0.33
T1165-D56 204 0.382 40.0 0.33
T1165-D56 092 0.382 40.0 0.33
T1165-D56 276 0.382 42.7 0.35
T1165-D56 383s 0.381 42.9 0.36
T1165-D56 403s 0.381 42.9 0.36
T1165-D56 261s 0.381 42.9 0.36
T1165-D56 264s 0.381 42.9 0.36
T1165-D56 018s 0.381 42.9 0.36
T1165-D56 466s 0.380 34.8 0.30
T1165-D56 276 0.377 35.0 0.36
T1165-D56 462s 0.376 41.8 0.34
T1165-D56 446s 0.376 41.8 0.34
T1165-D56 180 0.376 41.8 0.34
T1165-D56 151s 0.376 41.8 0.34
T1165-D56 461 0.376 41.8 0.34
T1165-D56 478 0.375 38.8 0.32
T1165-D56 353s 0.374 40.0 0.33
T1165-D56 353s 0.374 40.0 0.33
T1165-D56 098s 0.374 40.0 0.33
T1165-D56 342 0.374 40.0 0.33
T1165-D56 353s 0.374 40.0 0.33
T1165-D56 353s 0.374 40.0 0.33
T1165-D56 188s 0.374 40.0 0.33
T1165-D56 353s 0.374 40.0 0.33
T1165-D56 333s 0.371 42.3 0.33
T1165-D56 368s 0.371 42.3 0.33
T1165-D56 333s 0.371 42.3 0.33
T1165-D56 368s 0.371 42.3 0.33
T1165-D56 368s 0.371 42.3 0.33
T1165-D56 368s 0.371 42.3 0.33
T1165-D56 333s 0.371 42.3 0.33
T1165-D56 368s 0.371 42.3 0.33
T1165-D56 333s 0.371 42.3 0.33
T1165-D56 333s 0.371 42.3 0.33
T1165-D56 185 0.370 37.7 0.31
T1165-D56 234 0.368 42.3 0.36
T1165-D56 383s 0.367 45.1 0.36
T1165-D56 261s 0.367 45.1 0.36
T1165-D56 403s 0.367 45.1 0.36
T1165-D56 018s 0.367 45.1 0.36
T1165-D56 264s 0.367 45.1 0.36
T1165-D56 073s 0.361 38.2 0.32
T1165-D56 257 0.360 37.3 0.33
T1165-D56 229s 0.357 33.3 0.32
T1165-D56 276 0.350 32.9 0.35
T1165-D56 098s 0.343 35.8 0.32
T1165-D56 188s 0.343 35.8 0.32
T1165-D56 257 0.332 29.0 0.33
T1165-D56 278 0.328 28.2 0.29
T1165-D56 165 0.292 36.2 0.31
T1165-D56 165 0.283 33.6 0.31
T1165-D56 477 0.199 33.8 0.27
T1165-D56 441 0.068 19.0 0.16
T1165-D56 433 0.068 19.0 0.16
T1165-D56 447 0.011 1.4 0.13
T1165-D56 447 0.010 1.2 0.14
T1165-D56 447 0.009 1.3 0.12
T1165-D56 447 0.008 1.3 0.11
T1165-D56 447 0.007 1.2 0.12
T1165-D56 052 0.003 0.6 0.06
T1165-D56 315s 0.003 0.6 0.06
T1169-D12 229s 0.360 31.6 0.30
T1169-D12 439 0.360 31.6 0.30
T1169-D12 439 0.331 33.8 0.32
T1169-D12 229s 0.331 33.8 0.32
T1169-D12 439 0.310 33.3 0.28
T1169-D12 008 0.310 33.3 0.28
T1169-D12 229s 0.310 33.3 0.28
T1169-D12 433 0.023 1.2 0.12
T1169-D12 441 0.023 1.2 0.12
T1169-D12 018s 0.005 0.0 0.11
T1169-D12 261s 0.005 0.0 0.11
T1169-D12 264s 0.005 0.0 0.11
T1169-D12 403s 0.005 0.0 0.11
T1169-D12 433 0.003 0.0 0.10
T1169-D12 441 0.003 0.0 0.10
T1169-D12 447 0.003 0.0 0.07
T1169-D12 447 0.002 0.0 0.05
T1169-D12 447 0.001 0.0 0.05
T1169-D12 447 0.001 0.0 0.05
T1169-D12 399 0.001 0.0 0.09
T1169-D12 054 0.001 0.0 0.09
T1169-D12 125s 0.001 0.0 0.09
T1169-D12 461 0.001 0.0 0.20
T1169-D12 446s 0.001 0.0 0.20
T1169-D12 447 0.000 0.0 0.04
T1169-D12 091 0.000 0.0 0.07
T1169-D12 091 0.000 0.0 0.09
T1169-D12 091 0.000 0.0 0.05
T1169-D12 091 0.000 0.0 0.06
T1169-D12 092 0.000 0.0 0.03
T1169-D12 092 0.000 0.0 0.11
T1169-D12 098s 0.000 0.0 0.09
T1169-D12 117 0.000 0.0 0.09
T1169-D12 117 0.000 0.0 0.04
T1169-D12 117 0.000 0.0 0.05
T1169-D12 117 0.000 0.0 0.05
T1169-D12 119 0.000 0.0 0.03
T1169-D12 119 0.000 0.0 0.03
T1169-D12 120s 0.000 0.0 0.05
T1169-D12 125s 0.000 0.0 0.08
T1169-D12 131s 0.000 0.0 0.08
T1169-D12 131s 0.000 0.0 0.06
T1169-D12 131s 0.000 0.0 0.10
T1169-D12 147 0.000 0.0 0.09
T1169-D12 147 0.000 0.0 0.05
T1169-D12 151s 0.000 0.0 0.08
T1169-D12 151s 0.000 0.0 0.08
T1169-D12 151s 0.000 0.0 0.06
T1169-D12 158s 0.000 0.0 0.05
T1169-D12 162s 0.000 0.0 0.04
T1169-D12 162s 0.000 0.0 0.07
T1169-D12 162s 0.000 0.0 0.12
T1169-D12 162s 0.000 0.0 0.02
T1169-D12 165 0.000 0.0 0.12
T1169-D12 165 0.000 0.0 0.16
T1169-D12 165 0.000 0.0 0.09
T1169-D12 165 0.000 0.0 0.03
T1169-D12 166s 0.000 0.0 0.04
T1169-D12 169 0.000 0.0 0.00
T1169-D12 180 0.000 0.0 0.16
T1169-D12 180 0.000 0.0 0.16
T1169-D12 180 0.000 0.0 0.05
T1169-D12 180 0.000 0.0 0.07
T1169-D12 185 0.000 0.0 0.16
T1169-D12 185 0.000 0.0 0.12
T1169-D12 188s 0.000 0.0 0.06
T1169-D12 188s 0.000 0.0 0.00
T1169-D12 188s 0.000 0.0 0.09
T1169-D12 208 0.000 0.0 0.02
T1169-D12 208 0.000 0.0 0.09
T1169-D12 212s 0.000 0.0 0.07
T1169-D12 212s 0.000 0.0 0.07
T1169-D12 212s 0.000 0.0 0.08
T1169-D12 219s 0.000 0.0 0.03
T1169-D12 219s 0.000 0.0 0.04
T1169-D12 219s 0.000 0.0 0.03
T1169-D12 219s 0.000 0.0 0.04
T1169-D12 225 0.000 0.0 0.04
T1169-D12 225 0.000 0.0 0.16
T1169-D12 227 0.000 0.0 0.04
T1169-D12 227 0.000 0.0 0.07
T1169-D12 229s 0.000 0.0 0.06
T1169-D12 229s 0.000 0.0 0.06
T1169-D12 234 0.000 0.0 0.18
T1169-D12 234 0.000 0.0 0.17
T1169-D12 234 0.000 0.0 0.18
T1169-D12 234 0.000 0.0 0.16
T1169-D12 245s 0.000 0.0 0.09
T1169-D12 257 0.000 0.0 0.03
T1169-D12 257 0.000 0.0 0.08
T1169-D12 257 0.000 0.0 0.09
T1169-D12 261s 0.000 0.0 0.15
T1169-D12 261s 0.000 0.0 0.10
T1169-D12 261s 0.000 0.0 0.13
T1169-D12 264s 0.000 0.0 0.10
T1169-D12 269 0.000 0.0 0.12
T1169-D12 269 0.000 0.0 0.04
T1169-D12 269 0.000 0.0 0.16
T1169-D12 270s 0.000 0.0 0.09
T1169-D12 270s 0.000 0.0 0.04
T1169-D12 270s 0.000 0.0 0.05
T1169-D12 270s 0.000 0.0 0.05
T1169-D12 275 0.000 0.0 0.04
T1169-D12 275 0.000 0.0 0.04
T1169-D12 275 0.000 0.0 0.05
T1169-D12 276 0.000 0.0 0.05
T1169-D12 276 0.000 0.0 0.04
T1169-D12 276 0.000 0.0 0.05
T1169-D12 276 0.000 0.0 0.05
T1169-D12 288s 0.000 0.0 0.13
T1169-D12 288s 0.000 0.0 0.13
T1169-D12 298s 0.000 0.0 0.09
T1169-D12 298s 0.000 0.0 0.04
T1169-D12 298s 0.000 0.0 0.05
T1169-D12 298s 0.000 0.0 0.05
T1169-D12 320 0.000 0.0 0.03
T1169-D12 333s 0.000 0.0 0.07
T1169-D12 342 0.000 0.0 0.09
T1169-D12 342 0.000 0.0 0.05
T1169-D12 360 0.000 0.0 0.15
T1169-D12 360 0.000 0.0 0.16
T1169-D12 360 0.000 0.0 0.16
T1169-D12 360 0.000 0.0 0.05
T1169-D12 367 0.000 0.0 0.05
T1169-D12 368s 0.000 0.0 0.07
T1169-D12 383s 0.000 0.0 0.06
T1169-D12 383s 0.000 0.0 0.13
T1169-D12 385 0.000 0.0 0.09
T1169-D12 399 0.000 0.0 0.06
T1169-D12 399 0.000 0.0 0.08
T1169-D12 403s 0.000 0.0 0.15
T1169-D12 403s 0.000 0.0 0.10
T1169-D12 423 0.000 0.0 0.03
T1169-D12 423 0.000 0.0 0.06
T1169-D12 423 0.000 0.0 0.03
T1169-D12 434 0.000 0.0 0.04
T1169-D12 434 0.000 0.0 0.08
T1169-D12 434 0.000 0.0 0.07
T1169-D12 439 0.000 0.0 0.06
T1169-D12 439 0.000 0.0 0.06
T1169-D12 443s 0.000 0.0 0.12
T1169-D12 443s 0.000 0.0 0.16
T1169-D12 443s 0.000 0.0 0.05
T1169-D12 446s 0.000 0.0 0.08
T1169-D12 446s 0.000 0.0 0.06
T1169-D12 446s 0.000 0.0 0.02
T1169-D12 450s 0.000 0.0 0.02
T1169-D12 450s 0.000 0.0 0.04
T1169-D12 450s 0.000 0.0 0.02
T1169-D12 450s 0.000 0.0 0.04
T1169-D12 455 0.000 0.0 0.16
T1169-D12 461 0.000 0.0 0.08
T1169-D12 461 0.000 0.0 0.08
T1169-D12 461 0.000 0.0 0.02
T1169-D12 462s 0.000 0.0 0.08
T1169-D12 462s 0.000 0.0 0.08
T1169-D12 466s 0.000 0.0 0.11
T1169-D12 475s 0.000 0.0 0.05
T1169-D12 475s 0.000 0.0 0.00
T1169-D12 477 0.000 0.0 0.14
T1169-D12 481s 0.000 0.0 0.00
T1169-D12 481s 0.000 0.0 0.09
T1169-D12 212s 0.000 0.0 0.08
T1169-D12 117 0.000 0.0 0.04
T1169-D12 367 0.000 0.0 0.03
T1169-D12 169 0.000 0.0 0.06
T1169-D12 119 0.000 0.0 0.03
T1169-D12 455 0.000 0.0 0.12
T1169-D12 269 0.000 0.0 0.16
T1169-D12 125s 0.000 0.0 0.06
T1169-D12 204 0.000 0.0 0.11
T1169-D12 264s 0.000 0.0 0.08
T1169-D12 219s 0.000 0.0 0.04
T1169-D12 204 0.000 0.0 0.03
T1169-D12 288s 0.000 0.0 0.13
T1169-D12 443s 0.000 0.0 0.16
T1169-D12 227 0.000 0.0 0.04
T1169-D12 147 0.000 0.0 0.04
T1169-D12 074 0.000 0.0 0.13
T1169-D12 158s 0.000 0.0 0.00
T1169-D12 125s 0.000 0.0 0.07
T1169-D12 398 0.000 0.0 0.16
T1169-D12 227 0.000 0.0 0.08
T1169-D12 466s 0.000 0.0 0.03
T1169-D12 342 0.000 0.0 0.04
T1169-D12 264s 0.000 0.0 0.15
T1169-D12 089s 0.000 0.0 0.00
T1169-D12 166s 0.000 0.0 0.08
T1169-D12 434 0.000 0.0 0.05
T1169-D12 120s 0.000 0.0 0.02
T1169-D12 494 0.000 0.0 0.09
T1169-D12 261s 0.000 0.0 0.08
T1169-D12 151s 0.000 0.0 0.02
T1169-D12 288s 0.000 0.0 0.14
T1169-D12 187 0.000 0.0 0.03
T1169-D12 275 0.000 0.0 0.04
T1169-D12 455 0.000 0.0 0.16
T1169-D12 147 0.000 0.0 0.05
T1169-D12 354 0.000 0.0 0.09
T1169-D12 227 0.000 0.0 0.05
T1169-D12 074 0.000 0.0 0.14
T1169-D12 342 0.000 0.0 0.04
T1169-D12 147 0.000 0.0 0.04
T1169-D12 166s 0.000 0.0 0.01
T1169-D12 282s 0.000 0.0 0.06
T1169-D12 423 0.000 0.0 0.03
T1169-D12 018s 0.000 0.0 0.08
T1169-D12 131s 0.000 0.0 0.08
T1169-D12 282s 0.000 0.0 0.00
T1169-D12 257 0.000 0.0 0.09
T1169-D12 166s 0.000 0.0 0.04
T1169-D12 399 0.000 0.0 0.07
T1169-D12 462s 0.000 0.0 0.06
T1169-D12 119 0.000 0.0 0.03
T1169-D12 185 0.000 0.0 0.07
T1169-D12 443s 0.000 0.0 0.15
T1169-D12 133s 0.000 0.0 0.04
T1169-D12 423 0.000 0.0 0.16
T1169-D12 234 0.000 0.0 0.18
T1169-D12 383s 0.000 0.0 0.15
T1169-D12 342 0.000 0.0 0.12
T1169-D12 383s 0.000 0.0 0.04
T1169-D12 169 0.000 0.0 0.09
T1169-D12 403s 0.000 0.0 0.08
T1169-D12 478 0.000 0.0 0.08
T1169-D12 276 0.000 0.0 0.09
T1169-D12 466s 0.000 0.0 0.00
T1169-D12 089s 0.000 0.0 0.09
T1169-D12 225 0.000 0.0 0.12
T1169-D12 180 0.000 0.0 0.15
T1169-D12 461 0.000 0.0 0.06
T1169-D12 264s 0.000 0.0 0.13
T1169-D12 054 0.000 0.0 0.06
T1169-D12 455 0.000 0.0 0.04
T1169-D12 131s 0.000 0.0 0.06
T1169-D12 225 0.000 0.0 0.05
T1169-D12 462s 0.000 0.0 0.02
T1169-D12 073s 0.000 0.0 0.13
T1169-D12 288s 0.000 0.0 0.13
T1169-D12 212s 0.000 0.0 0.08
T1169-D12 035s 0.000 0.0 0.00
T1169-D12 225 0.000 0.0 0.09
T1169-D12 403s 0.000 0.0 0.13
T1169-D12 018s 0.000 0.0 0.13
T1169-D12 270s 0.000 0.0 0.04
T1169-D12 162s 0.000 0.0 0.02
T1169-D12 298s 0.000 0.0 0.04
T1169-D12 434 0.000 0.0 0.04
T1169-D12 360 0.000 0.0 0.12
T1169-D12 446s 0.000 0.0 0.08
T1169-D12 165 0.000 0.0 0.16
T1169-D12 037 0.000 0.0 0.08
T1169-D12 073s 0.000 0.0 0.13
T1169-D12 091 0.000 0.0 0.08
T1169-D12 119 0.000 0.0 0.04
T1169-D12 185 0.000 0.0 0.04
T1169-D12 187 0.000 0.0 0.03
T1169-D12 187 0.000 0.0 0.03
T1169-D12 187 0.000 0.0 0.06
T1169-D12 187 0.000 0.0 0.16
T1169-D12 269 0.000 0.0 0.09
T1169-D12 282s 0.000 0.0 0.09
T1169-D12 455 0.000 0.0 0.15
T1169-D12 481s 0.000 0.0 0.06
T1169-D12 494 0.000 0.0 0.08
T1169-D12 494 0.000 0.0 0.14
T1169-D12 257 0.000 0.0 0.09
T1169-D12 275 0.000 0.0 0.08
T1169-D12 320 0.000 0.0 0.05
T1169-D12 003 0.000 0.0 0.03
T1169-D12 003 0.000 0.0 0.05
T1169-D12 008 0.000 0.0 0.06
T1169-D12 011s 0.000 0.0 0.04
T1169-D12 018s 0.000 0.0 0.10
T1169-D12 018s 0.000 0.0 0.15
T1169-D12 035s 0.000 0.0 0.03
T1169-D12 035s 0.000 0.0 0.04
T1169-D12 037 0.000 0.0 0.03
T1169-D12 037 0.000 0.0 0.10
T1169-D12 054 0.000 0.0 0.07
T1169-D12 054 0.000 0.0 0.08
T1169-D12 073s 0.000 0.0 0.13
T1169-D12 073s 0.000 0.0 0.13
T1169-D12 073s 0.000 0.0 0.14
T1169-D12 074 0.000 0.0 0.14
T1169-D12 074 0.000 0.0 0.13
T1169-D12 074 0.000 0.0 0.14
T1169-D12 086s 0.000 0.0 0.05
T1169-D12 086s 0.000 0.0 0.02
T1169-D12 089s 0.000 0.0 0.06
T1169-D23 092 0.805 68.0 0.72
T1169-D23 204 0.805 68.0 0.72
T1169-D23 278 0.789 66.4 0.72
T1169-D23 383s 0.774 65.9 0.73
T1169-D23 185 0.774 66.9 0.74
T1169-D23 162s 0.769 59.9 0.69
T1169-D23 466s 0.761 62.7 0.72
T1169-D23 092 0.761 62.7 0.72
T1169-D23 204 0.761 62.7 0.72
T1169-D23 466s 0.760 58.3 0.68
T1169-D23 204 0.760 58.3 0.68
T1169-D23 092 0.760 58.3 0.68
T1169-D23 162s 0.754 59.0 0.63
T1169-D23 074 0.753 64.2 0.72
T1169-D23 320 0.748 60.1 0.73
T1169-D23 288s 0.748 63.7 0.72
T1169-D23 073s 0.748 63.7 0.72
T1169-D23 074 0.747 64.0 0.69
T1169-D23 162s 0.746 57.1 0.67
T1169-D23 074 0.745 64.4 0.72
T1169-D23 288s 0.744 63.7 0.67
T1169-D23 073s 0.744 63.7 0.67
T1169-D23 383s 0.744 57.3 0.64
T1169-D23 320 0.744 60.0 0.69
T1169-D23 073s 0.743 64.7 0.68
T1169-D23 288s 0.743 64.7 0.68
T1169-D23 074 0.743 64.5 0.71
T1169-D23 320 0.743 59.3 0.68
T1169-D23 208 0.742 63.0 0.66
T1169-D23 074 0.741 65.2 0.70
T1169-D23 073s 0.739 64.9 0.68
T1169-D23 288s 0.739 64.9 0.68
T1169-D23 208 0.738 61.9 0.70
T1169-D23 073s 0.738 64.4 0.69
T1169-D23 288s 0.738 64.4 0.69
T1169-D23 466s 0.734 56.3 0.64
T1169-D23 162s 0.726 52.9 0.62
T1169-D23 439 0.725 62.6 0.69
T1169-D23 229s 0.725 62.6 0.69
T1169-D23 383s 0.725 59.4 0.63
T1169-D23 119 0.718 59.2 0.61
T1169-D23 208 0.718 59.9 0.65
T1169-D23 119 0.717 58.1 0.62
T1169-D23 119 0.715 58.8 0.62
T1169-D23 162s 0.713 54.9 0.60
T1169-D23 119 0.710 58.9 0.65
T1169-D23 229s 0.707 67.9 0.71
T1169-D23 439 0.707 67.9 0.71
T1169-D23 383s 0.703 64.5 0.67
T1169-D23 278 0.700 64.2 0.68
T1169-D23 403s 0.699 55.3 0.59
T1169-D23 018s 0.699 55.3 0.59
T1169-D23 261s 0.699 55.3 0.59
T1169-D23 264s 0.699 55.3 0.59
T1169-D23 248 0.698 54.3 0.58
T1169-D23 185 0.696 58.8 0.60
T1169-D23 008 0.696 57.6 0.58
T1169-D23 439 0.696 57.6 0.58
T1169-D23 229s 0.696 57.6 0.58
T1169-D23 185 0.696 59.8 0.63
T1169-D23 119 0.695 58.9 0.62
T1169-D23 466s 0.692 52.0 0.63
T1169-D23 092 0.689 54.0 0.65
T1169-D23 204 0.689 54.0 0.65
T1169-D23 264s 0.687 49.4 0.59
T1169-D23 403s 0.687 49.4 0.59
T1169-D23 018s 0.687 49.4 0.59
T1169-D23 261s 0.687 49.4 0.59
T1169-D23 229s 0.682 56.2 0.59
T1169-D23 439 0.682 56.2 0.59
T1169-D23 342 0.681 59.2 0.61
T1169-D23 225 0.681 59.2 0.61
T1169-D23 455 0.681 59.2 0.61
T1169-D23 360 0.681 59.2 0.61
T1169-D23 269 0.681 59.2 0.61
T1169-D23 443s 0.681 59.2 0.61
T1169-D23 278 0.680 56.3 0.63
T1169-D23 185 0.675 56.5 0.59
T1169-D23 165 0.667 57.4 0.60
T1169-D23 165 0.666 59.8 0.62
T1169-D23 248 0.658 54.8 0.53
T1169-D23 443s 0.658 57.5 0.58
T1169-D23 455 0.658 57.5 0.58
T1169-D23 360 0.658 57.5 0.58
T1169-D23 180 0.658 57.5 0.58
T1169-D23 494 0.658 55.3 0.63
T1169-D23 494 0.658 54.9 0.62
T1169-D23 248 0.657 49.8 0.51
T1169-D23 320 0.657 50.6 0.58
T1169-D23 455 0.655 55.0 0.59
T1169-D23 180 0.655 55.0 0.59
T1169-D23 269 0.655 55.0 0.59
T1169-D23 443s 0.655 55.0 0.59
T1169-D23 360 0.655 55.0 0.59
T1169-D23 225 0.655 55.0 0.59
T1169-D23 494 0.654 51.3 0.56
T1169-D23 165 0.650 54.1 0.58
T1169-D23 187 0.649 53.5 0.58
T1169-D23 180 0.649 53.5 0.58
T1169-D23 269 0.649 53.5 0.58
T1169-D23 398 0.649 53.5 0.58
T1169-D23 360 0.649 53.5 0.58
T1169-D23 423 0.649 53.5 0.58
T1169-D23 443s 0.649 53.5 0.58
T1169-D23 455 0.649 53.5 0.58
T1169-D23 180 0.646 53.2 0.59
T1169-D23 360 0.646 53.2 0.59
T1169-D23 443s 0.646 53.2 0.59
T1169-D23 185 0.640 53.0 0.58
T1169-D23 234 0.637 51.7 0.53
T1169-D23 439 0.636 56.9 0.60
T1169-D23 008 0.636 56.9 0.60
T1169-D23 229s 0.636 56.9 0.60
T1169-D23 234 0.635 50.6 0.54
T1169-D23 494 0.631 49.3 0.56
T1169-D23 234 0.631 51.5 0.54
T1169-D23 234 0.624 49.1 0.52
T1169-D23 234 0.615 49.2 0.52
T1169-D23 278 0.603 63.7 0.67
T1169-D23 257 0.555 38.9 0.48
T1169-D23 257 0.554 43.0 0.51
T1169-D23 208 0.548 42.0 0.46
T1169-D23 018s 0.544 55.8 0.62
T1169-D23 403s 0.544 55.8 0.62
T1169-D23 264s 0.544 55.8 0.62
T1169-D23 261s 0.544 55.8 0.62
T1169-D23 257 0.540 43.6 0.48
T1169-D23 257 0.535 41.6 0.52
T1169-D23 434 0.528 49.4 0.55
T1169-D23 227 0.528 49.4 0.55
T1169-D23 227 0.527 52.5 0.53
T1169-D23 434 0.527 52.5 0.53
T1169-D23 257 0.520 40.2 0.48
T1169-D23 383s 0.509 44.8 0.44
T1169-D23 003 0.499 41.1 0.44
T1169-D23 367 0.495 41.1 0.44
T1169-D23 477 0.485 42.4 0.49
T1169-D23 450s 0.484 41.9 0.44
T1169-D23 462s 0.479 53.1 0.64
T1169-D23 151s 0.479 53.1 0.64
T1169-D23 367 0.442 38.5 0.38
T1169-D23 003 0.442 38.5 0.38
T1169-D23 035s 0.438 40.6 0.41
T1169-D23 166s 0.428 38.9 0.40
T1169-D23 035s 0.411 36.8 0.28
T1169-D23 035s 0.411 36.8 0.28
T1169-D23 158s 0.379 40.4 0.39
T1169-D23 475s 0.379 40.4 0.39
T1169-D23 158s 0.342 34.8 0.30
T1169-D23 367 0.342 34.8 0.30
T1169-D23 475s 0.342 34.8 0.30
T1169-D23 086s 0.342 34.8 0.30
T1169-D23 003 0.342 34.8 0.30
T1169-D23 120s 0.342 34.8 0.30
T1169-D23 158s 0.342 34.8 0.30
T1169-D23 475s 0.342 34.8 0.30
T1169-D23 166s 0.327 34.3 0.33
T1169-D23 086s 0.298 36.5 0.27
T1169-D23 003 0.298 36.5 0.27
T1169-D23 120s 0.298 36.5 0.27
T1169-D23 475s 0.298 36.5 0.27
T1169-D23 158s 0.298 36.5 0.27
T1169-D23 367 0.298 36.5 0.27
T1169-D23 086s 0.296 33.5 0.27
T1169-D23 120s 0.296 33.5 0.27
T1169-D23 003 0.294 33.5 0.27
T1169-D23 475s 0.294 33.5 0.27
T1169-D23 158s 0.294 33.5 0.27
T1169-D23 367 0.294 33.5 0.27
T1169-D23 120s 0.294 33.5 0.27
T1169-D23 086s 0.294 33.5 0.27
T1169-D23 208 0.285 35.2 0.28
T1169-D23 434 0.193 17.7 0.26
T1169-D23 227 0.193 17.7 0.26
T1169-D23 227 0.190 25.3 0.23
T1169-D23 434 0.190 25.3 0.23
T1169-D23 188s 0.190 16.4 0.15
T1169-D23 098s 0.190 16.4 0.15
T1169-D23 282s 0.190 16.4 0.15
T1169-D23 169 0.190 16.4 0.15
T1169-D23 089s 0.190 16.4 0.15
T1169-D23 481s 0.190 16.4 0.15
T1169-D23 423 0.169 9.7 0.14
T1169-D23 187 0.169 9.7 0.14
T1169-D23 423 0.166 22.3 0.23
T1169-D23 187 0.166 22.3 0.23
T1169-D23 166s 0.145 9.8 0.27
T1169-D23 166s 0.116 8.9 0.24
T1169-D23 037 0.101 10.2 0.12
T1169-D23 434 0.060 3.4 0.15
T1169-D23 227 0.060 3.4 0.15
T1169-D23 298s 0.045 8.0 0.18
T1169-D23 270s 0.045 8.0 0.18
T1169-D23 455 0.045 8.0 0.18
T1169-D23 342 0.045 8.0 0.18
T1169-D23 147 0.045 8.0 0.18
T1169-D23 269 0.045 8.0 0.18
T1169-D23 011s 0.045 8.0 0.18
T1169-D23 089s 0.042 6.2 0.11
T1169-D23 481s 0.042 6.2 0.11
T1169-D23 098s 0.042 6.2 0.11
T1169-D23 188s 0.042 6.2 0.11
T1169-D23 282s 0.042 6.2 0.11
T1169-D23 169 0.042 6.2 0.11
T1169-D23 276 0.035 7.9 0.16
T1169-D23 275 0.035 7.8 0.16
T1169-D23 117 0.033 9.1 0.17
T1169-D23 433 0.032 4.3 0.13
T1169-D23 441 0.032 4.3 0.13
T1169-D23 441 0.031 6.8 0.09
T1169-D23 433 0.031 6.8 0.09
T1169-D23 086s 0.031 9.4 0.20
T1169-D23 120s 0.031 9.4 0.20
T1169-D23 433 0.028 8.9 0.10
T1169-D23 441 0.028 8.9 0.10
T1169-D23 478 0.028 6.7 0.06
T1169-D23 054 0.028 5.3 0.14
T1169-D23 125s 0.028 5.3 0.14
T1169-D23 399 0.028 5.3 0.14
T1169-D23 441 0.027 6.0 0.08
T1169-D23 433 0.027 6.0 0.08
T1169-D23 091 0.026 4.3 0.19
T1169-D23 187 0.026 6.8 0.07
T1169-D23 423 0.026 6.8 0.07
T1169-D23 368s 0.025 5.0 0.17
T1169-D23 333s 0.025 5.0 0.17
T1169-D23 089s 0.025 10.1 0.09
T1169-D23 481s 0.025 10.1 0.09
T1169-D23 169 0.025 10.1 0.09
T1169-D23 282s 0.025 10.1 0.09
T1169-D23 188s 0.025 10.1 0.09
T1169-D23 054 0.023 4.9 0.12
T1169-D23 399 0.023 4.9 0.12
T1169-D23 125s 0.023 4.9 0.12
T1169-D23 037 0.023 2.0 0.17
T1169-D23 450s 0.022 7.0 0.24
T1169-D23 091 0.022 5.0 0.15
